game_id,msrp_price_x,switch_date_x,publisher_x,download_size_x,meta_critic_x,user_score_x,usk_rating_x,languages_x,platforms_x,hltb_main_story,hltb_main_plus_extra,hltb_completionist,avg_score,lang_count,plat_count,success,genres,offline_players,local_wireless,online_players,developer,publisher_y,meta_critic_y,user_score_y,opencritic_score,usk_rating_y,play_modes,languages_y,platforms_y,title
secret-files-3,14.99,2020-09-03,PLAION,3.426,67.0,6.0,12.0,"English, German","Nintendo Switch, Steam",5.5,5.5,8.5,63.5,2,2,0,Puzzle,1,,,Animation Arts,PLAION,67,6.0,,12.0,"TV, Tabletop, Handheld","English, German","Nintendo Switch, Steam",Secret Files 3
80s-overdrive,9.99,2020-05-07,Insane Code,0.2265625,67.0,5.9,0.0,English,"Nintendo Switch, Xbox One, Steam",5.0,5.5,7.0,63.0,1,3,0,Racing; Arcade,1,,,INSANE Code,Insane Code,67,5.9,71.0,0.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Xbox One, Steam",80's OVERDRIVE
claire-extended-cut,14.99,2023-11-10,Hailstorm Games,0.4208984375,67.0,5.9,16.0,English,"Nintendo Switch, PlayStation 4, Xbox One",3.5,5.0,5.5,63.0,1,3,0,Adventure; Action; Platformer,1,,,Hailstorm Games,Hailstorm Games,67,5.9,65.0,16.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One",Claire: Extended Cut
elli,7.99,2019-01-10,BandanaKid,0.7314453125,67.0,5.8,6.0,"English, Spanish, French, German, Italian, Portuguese","Nintendo Switch, Steam",5.5,6.0,14.0,62.5,6,2,0,Adventure; Puzzle; Platformer,1,,,BandanaKid,BandanaKid,67,5.8,65.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese","Nintendo Switch, Steam",Elli
tesla-force,16.99,2021-03-23,10tons,0.30859375,67.0,5.8,12.0,English,"Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",4.5,8.5,10.5,62.5,1,6,0,Action; Arcade; Role-Playing,1 - 4,,,10tons,10tons,67,5.8,68.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Tesla Force
aliens-fireteam-elite,29.99,2023-04-26,Ubitus,0.0849609375,67.0,5.7,16.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",8.5,16.0,57.5,62.0,11,6,0,Action; Adventure; Multiplayer,1,,1 - 3,Cold Iron Studios,Ubitus,67,5.7,68.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Aliens: Fireteam Elite
creepy-tale,9.99,2020-07-10,No Gravity Games,0.21484375,54.0,6.1,16.0,"English, Spanish, Portuguese, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.0,2.0,2.0,57.5,8,4,0,Adventure; Platformer; Action; Puzzle,1,,,Creepy Brothers,No Gravity Games,54,6.1,56.0,16.0,"TV, Tabletop, Handheld","English, Spanish, Portuguese, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Creepy Tale
rise-eterna,19.99,2021-05-13,Forever Entertainment,2.1,54.0,6.0,12.0,"Japanese, English, Portuguese, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",11.0,15.0,20.0,57.0,6,4,0,Strategy; Role-Playing; Adventure,1,,,Forever Entertainment; TA Publishing; Makee,Forever Entertainment,54,6.0,59.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",Rise Eterna
shephy,4.99,2017-07-06,ARC SYSTEM WORKS,0.1884765625,54.0,6.0,12.0,"Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",1.0,6.5,19.5,57.0,5,2,0,Board Game; Puzzle,1,,,ARC SYSTEM WORKS,ARC SYSTEM WORKS,54,6.0,,12.0,"TV, Tabletop, Handheld","Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Shephy
rustler,29.99,2021-08-31,Maximum Entertainment,1.808,54.0,5.8,16.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",7.0,9.5,16.0,56.0,11,6,0,Action; Adventure,1,,,Jutsu Games,Maximum Entertainment,54,5.8,63.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Rustler
legend-of-kay-anniversary,29.99,2018-05-29,THQ Nordic,3.272,54.0,5.8,12.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Steam",13.0,13.0,15.5,56.0,5,3,0,Arcade; Action; Adventure,1,,,Kaiko,THQ Nordic,54,5.8,58.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Steam",Legend of Kay Anniversary
legendary-eleven,9.99,2018-06-08,Eclipse Games,1.283,54.0,5.8,0.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.5,6.0,21.5,56.0,5,4,0,Sports; Arcade,1 - 2,,2,Eclipse Games,Eclipse Games,54,5.8,50.0,0.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Legendary Eleven
jumping-joe-and-friends,1.99,2018-06-01,naptime.games,0.2060546875,54.0,5.5,6.0,English,Nintendo Switch,1.0,3.5,4.5,54.5,1,1,0,Action; Arcade; Party; Multiplayer,1 - 4,,,Vixa Games; QubicGames,naptime.games,54,5.5,58.0,6.0,"TV, Tabletop, Handheld",English,Nintendo Switch,Jumping Joe & Friends
danganronpa-s-ultimate-summer-camp,19.99,2021-12-03,Spike Chunsoft US,2.121,54.0,5.4,16.0,"Japanese, English","Nintendo Switch, PlayStation 4, Steam",20.0,21.5,81.0,54.0,2,3,0,Adventure; Board Game,1,,,SPIKE CHUNSOFT,Spike Chunsoft US,54,5.4,59.0,16.0,"TV, Tabletop, Handheld","Japanese, English","Nintendo Switch, PlayStation 4, Steam",Danganronpa S: Ultimate Summer Camp
foxyland,4.99,2019-11-29,Ratalaika Games,0.0283203125,54.0,4.3,6.0,"Japanese, English, Spanish, French, German, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",0.5,1.0,1.0,48.5,6,4,0,Platformer; Arcade; Adventure,1,,,BUG-Studio,Ratalaika Games,54,4.3,55.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",FoxyLand
skatebird,16.79,2021-09-15,Glass Bottom Games,3.981,54.0,4.0,6.0,"Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",5.0,6.5,8.0,47.0,10,5,0,Sports; Racing; Simulation,1,,,Glass Bottom Games,Glass Bottom Games,54,4.0,59.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",SkateBIRD
nintendo-switch-2-welcome-tour,9.99,2025-06-05,Nintendo,1.679,54.0,3.7,0.0,"Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch 2,5.5,8.0,10.0,45.5,11,1,0,Action; Arcade; Education,1,,,,Nintendo,54,3.7,61.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch 2,Nintendo Switch 2 Welcome Tour
harvest-moon-one-world,49.99,2021-03-05,Natsume,1.325,54.0,3.6,0.0,"English, Spanish, French, German","Nintendo Switch, Steam",24.5,33.0,60.0,45.0,4,2,0,Simulation; Role-Playing; Adventure,1,,,Appci,Natsume,54,3.6,51.0,0.0,"TV, Tabletop, Handheld","English, Spanish, French, German","Nintendo Switch, Steam",Harvest Moon: One World
dungeon-munchies,14.49,2021-12-15,Chorus Worldwide Games,2.469,54.0,3.8,6.0,"Japanese, English, Spanish, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",9.0,9.0,11.5,46.0,7,4,0,Role-Playing; Action,1,,,maJAJa,Chorus Worldwide Games,54,3.8,56.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, German, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Dungeon Munchies
sports-story,14.99,2022-12-23,Sidebar Games,0.9052734375,54.0,2.2,6.0,English,Nintendo Switch,12.0,17.5,25.0,38.0,1,1,0,Sports; Role-Playing; Adventure; Multiplayer,1 - 4,,,Sidebar Games,Sidebar Games,54,2.2,53.0,6.0,"TV, Tabletop, Handheld",English,Nintendo Switch,Sports Story
mary-skelter-finale,49.99,2021-10-01,Idea Factory,7.332,78.0,9.1,16.0,English,"Nintendo Switch, PlayStation 4, Steam",52.0,78.0,117.0,84.5,1,3,1,Role-Playing; Action,1,,,Idea Factory/Compile Heart,Idea Factory,78,9.1,78.0,16.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Steam",Mary Skelter Finale
shin-chan-shiro-and-the-coal-town,39.99,2024-10-24,neos,2.673,78.0,9.1,6.0,"Japanese, English, Spanish, German","Nintendo Switch, Steam",15.0,17.5,19.5,84.5,4,2,1,Adventure; Simulation,1,,,h.a.n.d.,neos,78,9.1,79.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, German","Nintendo Switch, Steam",Shin chan: Shiro and the Coal Town
donut-dodo-switch,4.99,2022-12-01,Flynns Arcade,0.1064453125,78.0,9.0,6.0,English,"Nintendo Switch, Steam",1.0,2.5,3.5,84.0,1,2,1,Arcade; Platformer; Action; Puzzle,1,,,Pixel Games,Flynns Arcade,78,9.0,76.0,6.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Steam",Donut Dodo
drova-forsaken-kin,24.99,2024-10-15,Deck 13,3.413,78.0,8.6,12.0,"English, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",23.0,36.5,49.0,82.0,3,5,1,Role-Playing; Action; Adventure,1,,,Just2D,Deck 13,78,8.6,70.0,12.0,"TV, Tabletop, Handheld","English, French, German","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",Drova
retro-goal,4.99,2022-11-24,FiveAcesPublishing,0.0810546875,78.0,8.6,0.0,"Portuguese, English, Spanish, French, German, Italian",Nintendo Switch,5.0,6.0,15.0,82.0,6,1,1,Sports; Arcade; Simulation; Role-Playing,1,,,New Star Games,FiveAcesPublishing,78,8.6,74.0,0.0,"TV, Tabletop, Handheld","Portuguese, English, Spanish, French, German, Italian",Nintendo Switch,Retro Goal
clan-oconall-and-the-crown-of-the-stag-switch,6.19,2022-06-02,HitGrab,4.521,78.0,8.6,12.0,"Japanese, English, Spanish, French, Portuguese, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",7.0,7.5,8.5,82.0,8,2,1,Platformer; Action; Adventure; Puzzle,1,,,HitGrab Game Labs,HitGrab,78,8.6,,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, Portuguese, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Clan O'Conall and the Crown of the Stag
bomb-rush-cyberfunk,39.99,2023-08-18,Team Reptile,2.144,78.0,8.5,12.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",10.0,13.5,24.0,81.5,9,6,1,Adventure; Platformer; Sports; Lifestyle,1,,,Team Reptile,Team Reptile,78,8.5,78.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Bomb Rush Cyberfunk
shinsekai-into-the-depths,19.99,2020-03-26,CAPCOM,2.292,78.0,8.5,12.0,"Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,9.5,10.5,14.5,81.5,12,1,1,Adventure; Action,1,,,,CAPCOM,78,8.5,79.0,12.0,"TV, Tabletop, Handheld","Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,Shinsekai Into the Depths
lost-in-random-the-eternal-die,24.99,2025-06-17,Thunderful,2.407,78.0,8.4,12.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",6.0,11.0,20.5,81.0,11,4,1,Action; Role-Playing; Adventure,1,,,Stormteller Games,Thunderful,78,8.4,81.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",Lost in Random: The Eternal Die
wingspan,19.99,2020-12-29,Monster Couch,2.042,78.0,8.4,0.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",2.0,11.5,71.0,81.0,11,6,1,Board Game; Strategy; Multiplayer,1 - 5,,2 - 5,Monster Couch,Monster Couch,78,8.4,83.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",WINGSPAN
wuppo-definitive-edition,14.99,2019-09-05,Knuist and Perzik,0.4951171875,78.0,8.4,6.0,English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",8.0,11.5,15.0,81.0,1,4,1,Platformer; Adventure; Puzzle; Action,1 - 2,,,Knuist; Perzik,Knuist and Perzik,78,8.4,76.0,6.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",Wuppo: Definitive Edition
andro-dunos-ii,19.99,2022-03-24,MAXIMUM ENT FRANCE,0.6240234375,78.0,8.4,6.0,English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",1.5,2.5,7.5,81.0,1,4,1,Action; Arcade,1,,,Picorinne Soft,MAXIMUM ENT FRANCE,78,8.4,77.0,6.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",Andro Dunos II
picross-s3,9.99,2019-04-25,JUPITER,0.2958984375,78.0,8.3,0.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,20.0,31.0,45.0,80.5,10,1,1,Puzzle; Strategy; Multiplayer; Education,1 - 4,,,Jupiter,JUPITER,78,8.3,76.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)",Nintendo Switch,PICROSS S3
once-upon-a-jester-switch,14.99,2022-11-09,Crunching Koalas,0.7392578125,78.0,8.3,6.0,"English, Portuguese, Spanish, French, German, Dutch","Nintendo Switch, Steam",3.0,3.5,4.5,80.5,6,2,1,Adventure; Platformer; Action; Arcade,1,,,Bonte Avond,Crunching Koalas,78,8.3,83.0,6.0,"TV, Tabletop, Handheld","English, Portuguese, Spanish, French, German, Dutch","Nintendo Switch, Steam",Once Upon a Jester
depixtion,7.19,2020-04-10,DevHour Games,0.2060546875,78.0,8.3,0.0,English,"Nintendo Switch, Steam",50.0,66.5,72.0,80.5,1,2,1,Puzzle; Strategy; Education; Lifestyle,1,,,DevHour Games,DevHour Games,78,8.3,75.0,0.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Steam",Depixtion
sunblaze,14.99,2021-06-02,Bonus Stage Publishing,0.404296875,78.0,8.3,12.0,English,"Nintendo Switch, Steam",6.5,10.5,17.5,80.5,1,2,1,Platformer; Action; Arcade; Puzzle,1,,,Games from Earth,Bonus Stage Publishing,78,8.3,75.0,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Steam",Sunblaze
resident-evil-revelations,19.99,2017-11-28,CAPCOM,12.087,78.0,8.2,16.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",8.5,13.0,36.0,80.0,11,4,1,Action,1,2,2,CAPCOM,CAPCOM,78,8.2,71.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Resident Evil Revelations
aokana-four-rhythms-across-the-blue,29.99,2020-08-21,PQube,5.646,78.0,8.2,18.0,English,"Nintendo Switch, Steam",24.5,39.0,41.5,80.0,1,2,1,Adventure,1,,,Sprite,PQube,78,8.2,75.0,18.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Steam",Aokana - Four Rhythms Across the Blue
chaos-on-deponia,9.99,2019-11-27,Daedalic Entertainment,2.706,78.0,8.2,6.0,"English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",10.0,11.5,13.5,80.0,6,4,1,Adventure,1,,,Daedalic Entertainment,Daedalic Entertainment,78,8.2,70.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Chaos on Deponia
crowns-and-pawns-kingdom-of-deceit,19.99,2023-09-28,Headup Games,0.9765625,78.0,8.2,12.0,"English, Spanish, French, German, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",6.5,7.0,9.5,80.0,5,6,1,Adventure; Puzzle,1,,,Tag of Joy,Headup Games,78,8.2,77.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Russian","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Crowns and Pawns: Kingdom of Deceit
good-job,19.99,2020-03-26,Nintendo,0.4091796875,78.0,8.1,6.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Korean",Nintendo Switch,6.0,7.0,13.0,79.5,8,1,1,Puzzle; Action,1 - 2,,,Paladin Studios,Nintendo,78,8.1,79.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Korean",Nintendo Switch,Good Job!
golf-story,14.99,2017-09-28,Sidebar Games,1.303,78.0,8.1,0.0,English,Nintendo Switch,15.5,18.0,20.5,79.5,1,1,1,Adventure; Role-Playing; Sports,1 - 2,,,Sidebar Games,Sidebar Games,78,8.1,81.0,0.0,"TV, Tabletop, Handheld",English,Nintendo Switch,Golf Story
taiko-no-tatsujin-drum-n-fun,59.99,2018-11-02,BANDAI NAMCO Entertainment,5.565,78.0,8.1,6.0,"English, Spanish, French, German, Italian",Nintendo Switch,4.0,20.5,90.0,79.5,5,1,1,Music; Party,1 - 4,2 - 4,2,,BANDAI NAMCO Entertainment,78,8.1,80.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian",Nintendo Switch,Taiko no Tatsujin: Drum 'n' Fun!
112-operator,19.99,2021-07-23,SONKA,5.068,73.0,6.9,16.0,English,"Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",10.5,19.5,28.0,71.0,1,5,1,Simulation; Strategy; Puzzle; Action,1,,,Games Operators,SONKA,73,6.9,71.0,16.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",112 Operator
laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy-deluxe-edition,39.99,2019-11-08,LEVEL5,2.684,73.0,6.8,6.0,"English, Spanish, French, German, Italian, Dutch",Nintendo Switch,18.5,26.0,35.0,70.5,6,1,1,Adventure,1,,,LEVEL-5,LEVEL5,73,6.8,72.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Dutch",Nintendo Switch,LAYTON’S MYSTERY JOURNEY: Katrielle and the Millionaires’ Conspiracy - Deluxe Edition
trinity-trigger,49.99,2023-05-16,Marvelous (XSEED),2.998,73.0,6.8,12.0,"Japanese, English","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",17.5,22.5,36.0,70.5,2,4,1,Role-Playing; Adventure; Action,1 - 3,,,FURYU,Marvelous (XSEED),73,6.8,69.0,12.0,"TV, Tabletop, Handheld","Japanese, English","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",Trinity Trigger
quarantine-circular,5.99,2018-12-08,Ant Workshop,0.9130859375,73.0,6.8,12.0,English,"Nintendo Switch, Steam",2.0,3.0,4.0,70.5,1,2,1,Adventure; Puzzle,1,,,Bithell Games,Ant Workshop,73,6.8,,12.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, Steam",Quarantine Circular
defense-grid-2,16.79,2019-02-07,Hidden Path Entertainment,0.7890625,73.0,6.8,12.0,"English, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",10.5,16.5,29.0,70.5,4,4,1,Strategy; Simulation,1 - 2,,2,Hidden Path Entertainment,Hidden Path Entertainment,73,6.8,81.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German","Nintendo Switch, PlayStation 4, Xbox One, Steam",Defense Grid 2
late-shift,12.99,2018-04-26,Wales Interactive,7.634,73.0,6.9,16.0,"English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",1.5,3.0,5.5,71.0,10,5,1,Adventure; Action,1,,,CtrlMovie; Wales Interactive,Wales Interactive,73,6.9,65.0,16.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",Late Shift
apocalipsis-wormwood-edition,4.99,2019-01-10,Ultimate Games,3.981,73.0,6.8,12.0,"English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",2.5,3.0,3.0,70.5,9,2,1,Adventure; Puzzle,1,,,Punch Punk Games,Ultimate Games,73,6.8,,12.0,"TV, Tabletop, Handheld","English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Apocalipsis Wormwood Edition
gas-guzzlers-extreme,27.99,2021-10-29,Funbox Media,5.449,73.0,6.8,16.0,"English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",10.0,10.5,13.0,70.5,6,4,1,Racing; Action; Fighting,1,,,Gamepires,Funbox Media,73,6.8,47.0,16.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Gas Guzzlers Extreme
disney-illusion-island-switch,39.99,2023-07-28,Disney Electronic Content,7.812,73.0,6.7,6.0,"Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",6.5,8.5,11.0,70.0,9,4,0,Action; Adventure; Multiplayer; Platformer,1 - 4,,,Dlala Studios,Disney Electronic Content,73,6.7,74.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",Disney Illusion Island
monster-prom-xxl,15.99,2020-05-21,TAG Publishing,3.427,73.0,6.7,12.0,"English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One",1.0,8.0,103.0,70.0,3,3,0,Simulation; Role-Playing; Party; Multiplayer,1 - 4,,2 - 4,Beautiful Glitch,TAG Publishing,73,6.7,79.0,12.0,"TV, Tabletop, Handheld","English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One",Monster Prom: XXL
aer-memories-of-old,9.99,2019-08-28,Daedalic Entertainment,1.116,73.0,6.6,0.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",3.0,4.0,4.5,69.5,11,4,0,Adventure; Puzzle,1,,,Daedalic Entertainment,Daedalic Entertainment,73,6.6,67.0,0.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",AER Memories of Old
deliver-us-the-moon,19.99,2024-07-15,Wired Productions,2.919,73.0,6.6,12.0,"Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",5.0,6.0,8.0,69.5,10,6,0,Adventure; Puzzle,1,,,KeokeN Interactive,Wired Productions,73,6.6,74.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Deliver Us The Moon
descenders,24.99,2020-11-06,No More Robots,3.669,73.0,6.4,6.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",5.0,12.5,70.0,68.5,11,5,0,Racing; Sports; Arcade; Simulation,1,,1 - 4,Rage Squid,No More Robots,73,6.4,74.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Descenders
trifox,19.99,2022-10-13,Glowfish Interactive,4.953,73.0,6.5,6.0,"English, Portuguese, Spanish, French, German, Dutch, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",4.5,5.5,9.0,69.0,8,6,0,Platformer; Action; Adventure,1,,,Glowfish Interactive,Glowfish Interactive,73,6.5,75.0,6.0,"TV, Tabletop, Handheld","English, Portuguese, Spanish, French, German, Dutch, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Trifox
